SLNO,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
1067,2195878,Yes,31,60,E2,42.86,42.86,0,No,No,Female,Employee Referral,5,INFRA,Noida,27,Joined
1068,2195901,Yes,35,45,E1,42.86,42.86,0,No,No,Male,Employee Referral,1,INFRA,Noida,23,Joined
1069,2195905,No,17,120,E2,6.38,6.38,0,No,No,Male,Direct,7,ERS,Bangalore,34,Not Joined
1070,2195916,No,0,0,E1,87.5,87.5,0,No,No,Female,Direct,3,BFSI,Bangalore,28,Joined
1072,2195946,No,2,30,E2,12.68,42.86,26.78,No,No,Male,Direct,2,INFRA,Noida,26,Joined
1074,2196106,No,1,0,E2,25,75,40,No,No,Male,Direct,3,INFRA,Noida,27,Joined
1075,2196142,Yes,140,120,E2,37.5,37.5,0,No,No,Male,Employee Referral,4,INFRA,Chennai,29,Joined
1076,2196199,No,17,90,E2,10.53,15.79,4.76,Yes,Yes,Male,Employee Referral,7,AXON,Noida,28,Joined
1077,2196396,Yes,36,30,E1,10,10,0,No,No,Male,Direct,3,ETS,Bangalore,37,Joined
1078,2196462,Yes,14,30,E2,40,40,0,No,Yes,Male,Direct,5,AXON,Noida,30,Joined
1079,2196497,No,32,45,E1,45.45,18.18,-18.75,Yes,No,Male,Direct,5,AXON,Bangalore,30,Joined
1080,2196505,No,6,0,E1,22.28,56.25,27.78,No,No,Male,Direct,3,ERS,Noida,29,Joined
1081,2196570,Yes,6,30,E1,22.22,22.22,0,No,No,Female,Employee Referral,3,BFSI,Bangalore,26,Joined
1082,2196595,Yes,1,30,E1,48.94,31.91,-11.43,No,No,Female,Direct,3,AXON,Bangalore,28,Joined
1083,2196666,Yes,20,30,E1,81.82,56.82,-13.75,No,Yes,Male,Direct,3,ERS,Noida,29,Joined
1084,2196742,Yes,5,30,E3,15.38,22.31,6,No,Yes,Male,Direct,5,INFRA,Noida,34,Joined
1085,2196744,Yes,1,120,E1,114.29,107.14,-3.33,Yes,No,Male,Direct,3,ERS,Chennai,26,Not Joined
1087,2196951,Yes,6,30,E2,0,-18.07,-18.07,Yes,No,Male,Direct,5,AXON,Chennai,42,Joined
1089,2197020,No,4,30,E2,33.33,33.33,0,No,No,Male,Direct,5,INFRA,Chennai,31,Joined
1090,2197145,No,1,0,E2,48.23,48.23,0,No,No,Male,Direct,4,INFRA,Noida,29,Joined
1091,2197160,No,7,30,E1,21.43,21.43,0,No,No,Male,Direct,4,AXON,Noida,31,Not Joined
1093,2197234,Yes,10,30,E1,33.33,37.78,3.33,No,No,Male,Agency,3,ERS,Noida,28,Not Joined
1094,2197275,Yes,1,0,E1,41.3,30.43,-7.69,No,No,Female,Direct,3,AXON,Noida,27,Joined
1095,2197288,No,0,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Noida,26,Joined
1096,2197324,No,1,0,E1,50,37.5,-8.33,No,No,Male,Direct,3,AXON,Noida,27,Joined
1097,2197385,No,1,30,E3,40.97,35.75,-3.7,No,No,Male,Direct,9,INFRA,Chennai,29,Joined
1098,2197405,No,2,30,E1,50,8,-28,No,No,Male,Employee Referral,1,INFRA,Noida,24,Joined
1100,2197475,Yes,3,0,E2,23.29,23.29,0,No,No,Female,Employee Referral,8,ETS,Bangalore,36,Joined
1101,2197741,No,12,30,E1,50,75,16.67,No,No,Female,Direct,1,INFRA,Bangalore,24,Not Joined
1102,2197955,Yes,52,60,E1,36.84,36.84,0,No,No,Male,Direct,4,Healthcare,Chennai,26,Joined
1104,2198174,Yes,27,90,E1,0,65.71,65.71,No,No,Male,Direct,4,ERS,Chennai,26,Not Joined
1105,2198224,No,0,0,E1,28.21,28.21,0,No,Yes,Male,Direct,3,ERS,Chennai,26,Joined
1106,2198231,Yes,3,60,E1,18.18,-9.09,-23.08,No,No,Female,Direct,5,ERS,Noida,29,Not Joined
1109,2198517,No,36,90,E1,2.27,-20.45,-22.22,No,No,Female,Employee Referral,5,BFSI,Chennai,27,Not Joined
1110,2199018,No,0,0,E3,3.7,3.7,0,No,Yes,Male,Direct,7,INFRA,Noida,33,Joined
1111,2199160,No,1,60,E3,23.81,23.81,0,No,No,Male,Agency,8,INFRA,Noida,33,Joined
1112,2199208,No,0,60,E3,44.44,188.89,100,No,No,Male,Direct,5,INFRA,Bangalore,36,Joined
1114,2199313,No,0,0,E1,39.34,8.2,-22.35,No,Yes,Male,Direct,4,ERS,Noida,27,Joined
1115,2199638,No,1,0,E3,37.5,206.19,122.68,No,No,Male,Direct,8,INFRA,Noida,32,Joined
1116,2199641,No,0,30,E1,23.81,42.86,15.38,No,No,Female,Direct,2,INFRA,Gurgaon,24,Joined
1117,2199770,No,65,45,E1,100,80,-10,No,No,Male,Direct,2,ERS,Chennai,26,Not Joined
1118,2199791,Yes,25,45,E2,50,60.71,7.14,No,Yes,Male,Direct,4,INFRA,Noida,30,Joined
1119,2199853,No,53,30,E1,66.67,100,20,No,No,Male,Employee Referral,1,ERS,Bangalore,38,Joined
1120,2199904,No,2,30,E1,11.94,20.9,8,Yes,Yes,Male,Employee Referral,7,AXON,Noida,31,Joined
1121,2200077,No,1,60,E2,28.57,28.57,0,No,No,Male,Direct,8,INFRA,Noida,34,Joined
1122,2200088,Yes,2,30,E2,30,30,0,No,No,Male,Direct,6,AXON,Noida,28,Joined
1123,2200173,Yes,5,30,E1,20,-8,-23.33,No,No,Male,Direct,1,INFRA,Noida,24,Joined
1125,2200307,No,44,60,E1,30.21,30.21,0,No,Yes,Male,Direct,3,ERS,Noida,26,Joined
1127,2200444,No,5,45,E2,25,25,0,No,No,Male,Direct,4,AXON,Noida,28,Not Joined
1129,2200753,Yes,93,30,E1,50,68.4,12.27,No,Yes,Female,Employee Referral,1,INFRA,Noida,26,Joined
1131,2200806,No,9,45,E2,33.91,36.79,2.15,No,No,Male,Direct,7,ERS,Noida,30,Joined
1133,2200924,No,31,30,E2,10,5.56,-4.04,No,No,Female,Direct,6,BFSI,Bangalore,36,Joined
1134,2201006,Yes,1,45,E2,68.42,68.42,0,No,Yes,Male,Direct,5,CSMP,Noida,27,Joined
1135,2201012,Yes,14,30,E2,30.43,41.3,8.33,No,No,Male,Direct,10,ERS,Bangalore,32,Joined
1137,2201057,No,0,0,E2,79.47,79.47,0,No,Yes,Male,Direct,8,INFRA,Noida,33,Joined
1138,2201082,No,5,0,E1,25,87.5,50,No,Yes,Female,Direct,3,ERS,Noida,26,Joined
1139,2201161,No,1,30,E1,36.36,13.64,-16.67,No,No,Male,Direct,1,INFRA,Noida,27,Joined
1141,2201479,No,4,30,E3,35,35,0,No,No,Male,Employee Referral,9,INFRA,Noida,35,Joined
1143,2201794,No,28,60,E1,36.36,21.21,-11.11,No,No,Male,Employee Referral,4,EAS,Noida,26,Not Joined
1145,2201885,No,3,0,E2,36,41.33,3.92,No,Yes,Male,Employee Referral,2,INFRA,Noida,27,Joined
1146,2201998,No,31,60,E1,57.14,48.57,-5.45,No,No,Male,Direct,3,BFSI,Chennai,28,Not Joined
1147,2202103,Yes,1,45,E2,68.54,68.54,0,No,Yes,Male,Employee Referral,5,INFRA,Noida,33,Joined
1149,2202337,No,2,30,E1,51.79,25,-17.65,No,No,Male,Direct,4,AXON,Kolkata,28,Not Joined
1150,2202344,No,0,30,E1,35,20,-11.11,No,No,Male,Direct,1,INFRA,Noida,24,Joined
1151,2202349,Yes,76,30,E2,76.47,41.18,-20,Yes,No,Male,Direct,7,AXON,Kolkata,34,Joined
1152,2202409,No,4,30,E2,24.45,28.11,2.94,No,No,Male,Direct,5,AXON,Kolkata,29,Not Joined
1153,2202421,No,34,45,E2,37.04,37.04,0,No,Yes,Male,Direct,3,INFRA,Hyderabad,27,Joined
1155,2203413,Yes,53,60,E1,30.52,30.52,0,No,No,Male,Direct,3,AXON,Noida,29,Joined
1157,2203590,Yes,46,60,E2,47.39,47.39,0,No,Yes,Male,Direct,2,INFRA,Bangalore,32,Joined
1158,2203667,No,7,30,E1,5.26,36.84,30,No,No,Male,Direct,10,ERS,Bangalore,33,Joined
1159,2203772,No,0,60,E1,23.08,26.15,2.5,Yes,No,Female,Direct,3,AXON,Kolkata,29,Joined
1160,2204272,No,0,0,E2,49.01,49.01,0,No,Yes,Female,Direct,5,INFRA,Noida,36,Joined
1161,2204314,No,2,60,E3,15.38,15.38,0,No,No,Male,Employee Referral,10,INFRA,Noida,38,Joined
1163,2205130,Yes,59,30,E2,6.06,32.58,25,No,No,Male,Direct,7,ERS,Hyderabad,35,Not Joined
1164,2205274,Yes,25,60,E2,7.69,7.69,0,No,No,Male,Direct,8,AXON,Noida,32,Joined
1165,2205314,No,4,60,E1,49.12,36.84,-8.24,No,No,Male,Direct,5,AXON,Kolkata,32,Not Joined
1166,2205396,Yes,5,30,E1,31.58,18.42,-10,Yes,No,Male,Employee Referral,3,ERS,Chennai,27,Not Joined
1167,2205424,Yes,1,60,E1,33.33,0,-25,No,Yes,Female,Employee Referral,3,ERS,Noida,26,Joined
1169,2205587,Yes,99,30,E2,44.74,38.16,-4.55,No,No,Male,Direct,7,AXON,Bangalore,37,Joined
1171,2205928,Yes,73,60,E2,25.93,25.93,0,Yes,Yes,Male,Direct,7,AXON,Noida,35,Joined
1172,2206061,Yes,18,30,E1,38.89,52.78,10,No,Yes,Male,Employee Referral,3,ERS,Noida,26,Joined
1173,2206089,Yes,1,45,E2,75,62.5,-7.14,No,Yes,Male,Direct,5,INFRA,Noida,28,Joined
1174,2206093,Yes,0,0,E3,33.86,29.92,-2.94,No,No,Female,Direct,9,EAS,Hyderabad,34,Joined
1175,2206103,No,1,0,E1,66.67,44,-13.6,No,Yes,Male,Direct,1,INFRA,Noida,25,Joined
1177,2206266,No,6,30,E1,29.17,29.17,0,No,No,Female,Direct,4,AXON,Noida,29,Joined
1178,2206306,Yes,25,30,E2,35.44,35.44,0,No,Yes,Male,Direct,7,ETS,Bangalore,29,Joined
1179,2206399,Yes,86,120,E3,8.11,22.97,13.75,No,No,Male,Direct,14,ERS,Bangalore,38,Not Joined
1180,2206428,No,0,0,E2,20,20,0,No,Yes,Male,Employee Referral,6,INFRA,Noida,30,Joined
1182,2206561,No,1,30,E2,35.56,30.14,-4,No,No,Female,Employee Referral,2,INFRA,Chennai,25,Joined
1184,2206613,Yes,66,75,E2,16.07,16.07,0,No,Yes,Male,Direct,7,INFRA,Bangalore,33,Joined
1185,2206671,No,68,120,E2,60,76,10,Yes,No,Male,Employee Referral,8,AXON,Kolkata,31,Not Joined
1187,2206858,No,11,60,E1,25,50,20,No,Yes,Male,Direct,1,INFRA,Bangalore,28,Joined
1190,2207080,Yes,87,120,E1,53.85,53.85,0,No,No,Male,Agency,5,CSMP,Noida,36,Joined
1191,2207120,No,2,30,E2,50,287.5,158.33,No,No,Male,Direct,6,INFRA,Noida,29,Joined
1192,2207154,Yes,11,30,E2,-5.36,-5.36,0,No,Yes,Male,Direct,7,AXON,Noida,39,Joined
1193,2207185,Yes,20,30,E1,148.62,65.75,-33.33,No,No,Male,Direct,2,ERS,Noida,27,Joined
1194,2207227,Yes,40,30,E1,33.33,-11.11,-33.33,No,No,Female,Direct,3,ERS,Noida,26,Joined
1195,2207390,Yes,39,45,E3,0,-6.45,-6.45,No,No,Male,Direct,9,AXON,Noida,32,Joined
1196,2207475,No,1,60,E1,50,50,0,No,No,Female,Employee Referral,1,INFRA,Noida,24,Joined
1197,2207654,No,5,0,E1,48.65,55.41,4.55,No,No,Male,Direct,3,ERS,Chennai,26,Not Joined
1198,2207674,No,3,30,E2,16.28,16.28,0,No,No,Female,Employee Referral,4,INFRA,Noida,34,Joined
1199,2207703,No,15,30,E1,53.49,53.49,0,No,No,Female,Direct,4,ERS,Bangalore,28,Joined
1200,2207746,No,8,30,E2,-8.67,20,31.39,No,No,Male,Direct,4,INFRA,Chennai,27,Not Joined
1201,2207768,No,1,30,E1,17.65,17.65,0,No,No,Male,Direct,4,BFSI,Bangalore,32,Joined
1202,2207825,Yes,49,30,E1,64.95,40.21,-15,No,No,Male,Direct,5,ERS,Bangalore,27,Joined
1203,2207826,Yes,0,90,E2,50,-9.38,-39.58,No,No,Male,Direct,4,INFRA,Noida,28,Joined
1204,2207841,Yes,14,90,E1,41.67,33.33,-5.88,No,No,Male,Employee Referral,5,EAS,Noida,28,Joined
1205,2207871,Yes,0,0,E2,25,5.42,-15.67,No,Yes,Male,Direct,7,AXON,Noida,35,Joined
1206,2207912,No,2,60,E2,34.88,39.54,3.45,No,No,Male,Direct,6,INFRA,Noida,34,Joined
1208,2207929,No,0,0,E2,30.95,30.95,0,No,Yes,Male,Direct,4,INFRA,Chennai,27,Joined
1209,2207946,No,2,0,E1,32.65,32.65,0,No,No,Female,Direct,4,AXON,Noida,29,Not Joined
1210,2207961,Yes,31,30,E1,35.98,4.6,-23.08,No,Yes,Female,Agency,3,ERS,Chennai,26,Joined
1213,2208075,No,1,45,E2,150,191.67,16.67,No,Yes,Male,Direct,2,INFRA,Chennai,25,Joined
1214,2208298,Yes,62,60,E1,50,62.5,8.33,No,No,Male,Employee Referral,3,CSMP,Noida,26,Joined
1215,2208305,No,2,30,E1,100,60,-20,No,No,Male,Employee Referral,2,INFRA,Chennai,27,Joined
1216,2208477,No,59,30,E2,37.5,45,5.45,No,No,Male,Direct,3,INFRA,Noida,30,Not Joined
1218,2208506,Yes,42,30,E1,73.33,60,-7.69,No,No,Male,Direct,3,BFSI,Gurgaon,27,Joined
1220,2208656,Yes,20,30,E1,40,40,0,No,Yes,Female,Employee Referral,3,AXON,Noida,28,Joined
1221,2208864,Yes,3,0,E3,9.34,13.55,3.85,No,Yes,Male,Employee Referral,7,INFRA,Noida,36,Joined
1222,2208967,No,25,60,E1,50,21.43,-19.05,No,No,Male,Direct,5,ERS,Chennai,30,Not Joined
1224,2209120,Yes,17,30,E1,3.45,3.45,0,No,No,Female,Direct,2,INFRA,Noida,28,Joined
1225,2209208,No,2,0,E1,41.67,21,-14.59,No,Yes,Male,Direct,4,ERS,Noida,29,Joined
1226,2209220,No,8,45,E2,9.79,9.79,0,No,No,Male,Direct,12,INFRA,Noida,37,Not Joined
1227,2209238,Yes,13,30,E2,30.59,30.59,0,No,No,Male,Employee Referral,4,INFRA,Noida,28,Not Joined
1229,2209384,Yes,6,30,E2,40,30,-7.14,No,No,Male,Direct,6,AXON,Noida,29,Joined
1230,2209414,Yes,6,30,E2,33.33,25.56,-5.83,No,No,Male,Direct,5,AXON,Bangalore,33,Not Joined
1231,2209470,Yes,5,60,E3,16.84,16.84,0,No,No,Male,Direct,2,INFRA,Gurgaon,36,Joined
1232,2209525,No,1,30,E1,17.24,17.24,0,No,No,Male,Direct,3,ETS,Chennai,27,Joined
1234,2209959,No,0,0,E1,26.67,26.67,0,No,Yes,Male,Direct,2,Healthcare,Noida,29,Joined
1236,2209977,Yes,93,30,E1,48.84,48.84,0,No,No,Male,Agency,4,ERS,Chennai,28,Not Joined
1237,2209983,No,1,0,E2,76.13,66.34,-5.56,No,No,Male,Direct,6,ERS,Bangalore,34,Joined
1238,2210045,No,78,75,E1,49.63,39.65,-6.67,No,No,Male,Employee Referral,6,BFSI,Chennai,28,Joined
1239,2210065,No,22,30,E2,28.57,21.43,-5.56,No,No,Male,Employee Referral,6,INFRA,Noida,28,Joined
1240,2210105,Yes,91,30,E1,35.44,35.44,0,No,Yes,Male,Direct,3,BFSI,Bangalore,26,Joined
1241,2210229,Yes,0,45,E2,33.69,33.69,0,No,Yes,Male,Employee Referral,3,INFRA,Noida,28,Joined
1242,2210822,Yes,123,120,E2,50,31.25,-12.5,No,No,Male,Employee Referral,7,INFRA,Noida,31,Joined
1243,2210993,No,1,0,E3,12.92,20.45,6.67,No,Yes,Male,Direct,8,INFRA,Mumbai,35,Joined
1244,2211010,Yes,38,30,E1,75,75,0,No,No,Female,Agency,3,CSMP,Noida,30,Joined
1248,2211230,No,21,60,E2,35.14,26.13,-6.67,No,No,Male,Direct,7,ERS,Bangalore,37,Joined
1249,2211244,No,20,60,E2,10.62,-13.72,-22,No,No,Male,Direct,8,BFSI,Chennai,34,Joined
1250,2211281,Yes,60,90,E2,23.66,15.42,-6.67,No,No,Male,Employee Referral,12,EAS,Chennai,37,Joined
1251,2211315,No,0,60,E2,42.86,42.86,0,No,No,Female,Employee Referral,6,INFRA,Noida,29,Joined
1252,2211359,No,3,0,E2,86.58,99.02,6.67,No,No,Male,Employee Referral,4,INFRA,Mumbai,28,Joined
1253,2211401,No,0,30,E2,33.33,33.33,0,No,Yes,Male,Employee Referral,2,INFRA,Noida,30,Joined
1254,2211419,No,4,75,E1,33.33,44.44,8.33,No,No,Male,Direct,3,ERS,Noida,29,Joined
1255,2211433,Yes,39,60,E2,20.16,13.48,-5.55,No,No,Male,Employee Referral,3,INFRA,Noida,28,Joined
1256,2211544,Yes,4,30,E2,29.31,29.31,0,No,Yes,Male,Direct,4,INFRA,Noida,31,Joined
1257,2211632,Yes,17,90,E1,17.65,17.65,0,No,No,Male,Employee Referral,3,EAS,Noida,28,Joined
1258,2211634,Yes,18,30,E1,33.33,33.33,0,No,Yes,Male,Direct,1,INFRA,Noida,23,Joined
1260,2211702,Yes,28,45,E1,66.67,120,32,No,Yes,Male,Direct,1,INFRA,Noida,23,Joined
1262,2211793,Yes,90,60,E2,30.47,30.47,0,No,No,Male,Direct,10,EAS,Hyderabad,39,Joined
1263,2211859,No,0,60,E1,21.74,0.35,-17.57,No,No,Male,Direct,3,ERS,Chennai,27,Not Joined
1264,2212112,Yes,2,60,E2,30,-30.77,-46.75,No,No,Male,Direct,3,INFRA,Noida,27,Joined
1265,2212125,Yes,14,30,E2,52.78,52.78,0,No,No,Male,Employee Referral,6,INFRA,Gurgaon,27,Joined
1266,2212226,Yes,42,60,E1,65.14,33.21,-19.33,No,No,Male,Direct,5,ERS,Bangalore,26,Not Joined
1267,2212249,Yes,65,120,E3,35,34.7,-0.22,No,No,Male,Direct,8,INFRA,Chennai,35,Not Joined
1268,2212284,No,3,0,E2,40.14,40.14,0,No,Yes,Male,Direct,7,INFRA,Noida,29,Joined
1269,2212289,No,0,0,E2,58.23,53.36,-3.08,No,Yes,Male,Direct,3,INFRA,Bangalore,29,Joined
1270,2212291,No,3,30,E3,28.14,28.14,0,No,No,Male,Direct,6,INFRA,Noida,29,Not Joined
1271,2212302,No,59,60,E1,125.23,80.18,-20,No,No,Female,Employee Referral,3,ERS,Bangalore,23,Joined
1272,2212306,No,0,0,E2,34.87,31.58,-2.44,No,No,Male,Direct,6,INFRA,Chennai,26,Joined
1273,2212344,No,3,30,E1,49.25,16.42,-22,No,No,Male,Direct,2,ERS,Chennai,25,Joined
1274,2212529,Yes,63,30,E2,33.33,33.33,0,No,No,Male,Direct,5,INFRA,Chennai,30,Joined
1275,2212607,No,0,0,E1,16.67,16.67,0,No,Yes,Female,Direct,4,ERS,Noida,30,Joined
1277,2212671,No,6,90,E2,16.39,16.39,0,No,No,Male,Direct,5,INFRA,Noida,31,Joined
1278,2212739,Yes,27,60,E1,32.35,32.35,0,No,No,Male,Direct,4,ERS,Chennai,27,Joined
1279,2212755,No,1,0,E2,50,-12.5,-41.67,No,Yes,Male,Employee Referral,3,INFRA,Noida,28,Joined
1280,2212769,Yes,0,0,E2,93.33,78.8,-7.52,No,No,Female,Direct,8,CSMP,Hyderabad,30,Joined
1281,2212796,No,0,30,E1,40,0,-28.57,No,No,Male,Direct,1,INFRA,Noida,24,Joined
1282,2212828,Yes,68,30,E1,40,0,-28.57,No,Yes,Male,Employee Referral,1,INFRA,Noida,26,Joined
1283,2212858,No,33,30,E1,18.18,9.09,-7.69,No,No,Male,Employee Referral,4,ERS,Noida,28,Joined
1285,2212924,No,16,0,E1,50,32.27,-11.82,No,No,Female,Direct,1,INFRA,Noida,23,Joined
1286,2212981,No,1,0,E2,40.27,40.27,0,No,Yes,Male,Employee Referral,3,INFRA,Chennai,27,Joined
1287,2213307,Yes,15,60,E1,50,37,-8.67,No,No,Male,Direct,3,INFRA,Noida,30,Not Joined
1288,2213314,No,5,0,E2,30.66,30.66,0,No,No,Male,Direct,5,INFRA,Chennai,31,Joined
1289,2213349,Yes,2,0,E1,0,-13.25,-13.25,No,Yes,Female,Employee Referral,4,CSMP,Noida,28,Joined
1290,2213389,No,4,0,E1,66.67,44,-13.6,No,No,Male,Direct,3,INFRA,Noida,26,Joined
1291,2213394,Yes,0,0,E2,40,40,0,No,Yes,Male,Direct,10,AXON,Bangalore,35,Joined
1293,2213469,Yes,35,0,E2,-9.09,-9.09,0,No,No,Male,Direct,10,ERS,Bangalore,38,Joined
1294,2213524,No,10,30,E2,13.73,13.73,0,No,Yes,Male,Employee Referral,4,INFRA,Gurgaon,31,Joined
1295,2213551,No,1,0,E2,32.6,32.6,0,No,Yes,Male,Direct,4,INFRA,Noida,26,Joined
1298,2213699,No,32,45,E2,75.93,61.11,-8.42,No,No,Male,Direct,4,AXON,Noida,35,Not Joined
1299,2213768,No,2,0,E2,57.23,31.03,-16.67,No,No,Male,Direct,5,INFRA,Chennai,27,Joined
1301,2213882,Yes,1,0,E2,26.05,26.05,0,No,Yes,Male,Direct,6,INFRA,Noida,29,Joined
1303,2213957,No,6,0,E1,16,-4,-17.24,No,Yes,Male,Direct,1,INFRA,Gurgaon,26,Joined
1304,2213974,No,0,0,E2,38.11,28.91,-6.67,No,No,Male,Direct,6,INFRA,Chennai,28,Joined
1305,2214024,Yes,3,90,E2,27.45,47.06,15.38,No,No,Male,Direct,4,INFRA,Chennai,29,Joined
1306,2214038,No,44,60,E2,42.86,42.86,0,No,Yes,Male,Direct,3,INFRA,Noida,31,Joined
1307,2214096,No,1,30,E1,26.2,26.2,0,No,No,Male,Direct,4,ERS,Noida,27,Joined
1308,2214157,No,36,60,E1,83.1,83.1,0,No,Yes,Male,Direct,3,ETS,Bangalore,27,Joined
1309,2214384,No,0,0,E1,19.34,19.34,0,No,Yes,Male,Direct,1,INFRA,Noida,25,Joined
1310,2214434,Yes,53,75,E1,52.78,52.78,0,No,Yes,Male,Direct,3,EAS,Noida,29,Joined
1311,2214522,No,1,75,E2,40,53.4,9.57,No,No,Male,Employee Referral,1,INFRA,Chennai,27,Not Joined
1312,2214537,Yes,61,120,E3,54.88,54.88,0,No,Yes,Male,Direct,4,INFRA,Noida,27,Joined
1313,2214556,No,6,30,E2,37.61,37.61,0,No,No,Male,Direct,3,INFRA,Noida,29,Joined
1315,2214582,No,0,30,E2,42.86,42.86,0,No,No,Male,Direct,3,INFRA,Noida,27,Joined
1316,2214616,Yes,61,60,E2,34.87,39.82,3.67,No,No,Male,Employee Referral,7,INFRA,Noida,31,Joined
1317,2214624,Yes,4,0,E1,42.54,51.32,6.15,No,Yes,Female,Direct,3,ETS,Bangalore,28,Joined
1318,2214746,Yes,61,90,E2,57.3,39.33,-11.43,Yes,No,Male,Direct,8,ERS,Chennai,29,Not Joined
1319,2214818,Yes,1,60,E2,22.22,106.67,69.09,No,No,Male,Employee Referral,6,ERS,Noida,29,Joined
1320,2214852,No,0,0,E3,15.87,10.08,-5,No,Yes,Male,Direct,10,ERS,Noida,35,Joined
1321,2214855,Yes,1,30,E1,50,150,66.67,No,No,Male,Employee Referral,2,INFRA,Noida,25,Joined
1322,2214864,No,2,0,E1,4.29,4.29,0,No,Yes,Male,Direct,5,CSMP,Noida,31,Joined
1323,2214871,Yes,4,30,E1,35,12.5,-16.67,No,Yes,Male,Agency,3,ERS,Chennai,28,Joined
1324,2214980,No,19,45,E3,21.74,21.74,0,No,No,Male,Employee Referral,12,INFRA,Chennai,32,Joined
1326,2215134,No,21,90,E2,55.13,41.8,-8.6,No,Yes,Male,Employee Referral,3,INFRA,Noida,27,Joined
1327,2215313,No,1,60,E3,50,50,0,No,No,Male,Direct,7,INFRA,Noida,32,Joined
1328,2215317,No,2,0,E1,50,68.4,12.27,No,Yes,Female,Direct,1,INFRA,Noida,28,Joined
1329,2215376,No,4,0,E2,37.5,25,-9.09,No,Yes,Male,Direct,4,INFRA,Noida,31,Joined
1330,2215403,Yes,9,30,E2,18.95,18.95,0,Yes,No,Male,Direct,10,ETS,Bangalore,37,Joined
1331,2215484,No,11,30,E1,33.33,31.11,-1.67,No,No,Male,Direct,3,ERS,Noida,27,Joined
1332,2215517,No,64,75,E2,30.84,21.96,-6.79,No,Yes,Male,Direct,10,ERS,Chennai,33,Joined
1333,2215636,Yes,57,45,E3,42.86,42.86,0,No,Yes,Male,Employee Referral,6,INFRA,Chennai,32,Joined
1334,2215744,Yes,11,30,E2,9.17,9.17,0,No,No,Male,Direct,5,INFRA,Noida,27,Joined
1335,2215762,Yes,0,30,E1,55,55,0,No,No,Male,Direct,1,Healthcare,Noida,26,Joined
1336,2215778,No,88,30,E1,20,-13.6,-28,No,No,Male,Direct,1,INFRA,Noida,24,Not Joined
1337,2215812,No,3,0,E1,0.33,0.33,0,No,No,Male,Direct,6,ETS,Chennai,32,Joined
1338,2215906,Yes,43,30,E1,10,18,7.27,No,No,Female,Employee Referral,3,CSMP,Noida,27,Joined
1339,2216007,No,2,30,E1,38.46,69.23,22.23,No,No,Male,Employee Referral,2,INFRA,Mumbai,25,Joined
1340,2216029,No,3,30,E1,15.38,5.77,-8.33,No,No,Male,Direct,4,BFSI,Chennai,29,Joined
1341,2216175,No,0,60,E2,33.93,25,-6.67,No,No,Male,Agency,7,INFRA,Noida,29,Not Joined
1342,2216200,No,1,30,E2,16.23,16.23,0,No,No,Male,Employee Referral,3,INFRA,Noida,28,Joined
1343,2216477,Yes,23,60,E1,49.12,26.32,-15.29,No,No,Male,Agency,4,CSMP,Hyderabad,26,Not Joined
1344,2216486,No,4,0,E2,46.15,53.85,5.26,No,Yes,Male,Direct,5,INFRA,Noida,28,Joined
1345,2216568,Yes,27,90,E2,41.59,38.05,-2.5,No,No,Male,Direct,5,INFRA,Noida,27,Joined
1346,2216607,No,7,30,E3,39.43,39.43,0,No,No,Male,Direct,7,INFRA,Noida,31,Joined
1347,2216642,No,6,0,E3,21.43,21.43,0,No,Yes,Male,Direct,8,INFRA,Chennai,37,Joined
1348,2216668,Yes,19,45,E1,87.92,74.5,-7.14,No,No,Male,Direct,3,ERS,Bangalore,28,Not Joined
1349,2216838,No,0,30,E1,52.78,52.78,0,No,No,Female,Direct,3,ERS,Chennai,25,Joined
1350,2216997,No,1,30,E1,50,10,-26.67,No,No,Male,Direct,2,INFRA,Noida,25,Joined
1351,2217096,Yes,12,30,E1,62.5,35,-16.92,No,No,Male,Direct,4,ERS,Pune,28,Not Joined
1352,2217119,No,2,30,E1,62.5,50,-7.69,No,No,Male,Employee Referral,3,Healthcare,Noida,27,Not Joined
1353,2217138,No,30,60,E1,8.11,9.34,1.14,No,No,Male,Agency,3,BFSI,Chennai,27,Joined
1354,2217146,Yes,87,60,E2,17.35,17.35,0,No,No,Male,Agency,5,EAS,Chennai,35,Joined
1355,2217246,No,5,0,E1,22.81,22.81,0,No,Yes,Male,Direct,3,ERS,Noida,26,Joined
1356,2217251,Yes,31,75,E1,33.33,52.22,14.17,No,No,Male,Direct,4,ERS,Noida,26,Not Joined
1357,2217261,No,2,60,E2,2.71,-22.97,-25,No,No,Male,Direct,7,ERS,Noida,35,Not Joined
1358,2217338,No,12,30,E1,46.15,46.15,0,No,No,Male,Direct,3,INFRA,Mumbai,24,Joined
1359,2217540,Yes,11,30,E2,49.09,49.09,0,Yes,No,Male,Employee Referral,5,ETS,Bangalore,29,Joined
1360,2217543,No,1,0,E1,50,50,0,No,Yes,Male,Direct,1,INFRA,Noida,27,Joined
